Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;feedback
40;Ella ____a la cocina por una café;iba;iva;;iba;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Buscaba algo en una cartera roja que _____.;tenia;tenía;;tenía;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;La muchacha ___sacando todos los objetos de la cartera y los __ dejando en el banco.;iva-iva;iba-iba;;iba-iba;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Dijo ___ no te preocupes;voy;boy;;voy;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;____ toda la pinta de ser estudiante.;tenia;tenía;;tenía;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;El muchacho parecía ___apurado a la universidad.;hiré;ir;;ir;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Sin embargo nadie ___ tan apurado por la vida.;ba;va;;va;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;El joven _____ que detener su marcha al advertir la agenda.;tubo;tuvo;;tuvo;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Luego que ______ mirado para ambos lados de la plaza.;huvo;hubo;;hubo;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Pronto apareció una pareja de ancianos y el joven les preguntó:¿ustedes __________ estado sentados acá?;havéis;habéis;;habéis;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Solo ____estado sentada una muchacha.;a;ha;;ha;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;____ a esperarla;Voi;Voy;;Voy;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;________ pasado ya varios minutos;Havían;Habían;;Habían;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;El joven volvió a preguntar -¿tú ____ dejado una agenda?;as;has;;has;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Hace un rato ______ unas personas acá.;havían;habían;;habían;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;El joven decidió que  _____ a esperar un rato más y se quedó en el banco.;iva;iba;;iba;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Tarde o temprano _____ a tener que irse a la universidad.;iva;iba;;iba;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;¿_______ perdido una agenda? Vuelvo a las 18:00 y te la entrego.;Abrás;Habrás;;Habrás;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;El muchacho guardó la agenda y  se ___   raudamente.;fué;fue;;fue;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Mientras tanto me levanté de mi escritorio y  ____a preparar un café.;fui;fui;;fui;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;_____ que preparar un entrega con mi editor.;Abía;Había;;Había;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Quería saber como ____ a terminar la historia.;iva;iba;;iba;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;No podía dejar de pensar en la suerte que ____ la muchacha.;tubo;tuvo;;tuvo;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Muchas personas ____perdido el hábito de devolver las cosas.;an;han;;han;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;________ pasado unas cuatro horas;Abrán;Habrán;;Habrán;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Supo que el muchacho ____ a volver en la tarde;iva;iba;;iba;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;No puedo estar a las 18:00, _______ que ver otra forma..;abría;habría;;habría;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Anota a que hora _______ tiempo mañana.;tendrás;tendrás;;tendrás;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Al día siguiente cuando la muchacha _____leído la nota;ubo;hubo;;hubo;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;__________ la amabilidad de dejar la agenda en la conserjería que está al frente?;tendrias;tendrías;;tendrías;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;La muchacha agregó. Así _________resuelto el problema.;abremos;habremos;;habremos;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;¿______ una posibilidad de que fuera mañana a las 9?;Abría;habría;;Habría;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Al día siguiente el joven _____ que madrugar;tubo;tuvo;;tuvo;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
40;Por fin la historia se _____ solucionado.;abía;había;;había;Seleccione la palabra correctamente escrita que corresponda a la oración.;;
41;Me gusta salir a andar en bicicleta a mi hermana le gusta salir en patines.;gusta;bicicleta;hermana;bicicleta;¿Junto a cual palabra pondrías la coma?;;
41;Antes hacía castillos de arena en la playa pero ya no me gusta.;playa;pero;arena;playa;¿Junto a cual palabra pondrías la coma?;;
41;Cuando veo películas de terror en la noche luego no puedo dormir.;noche;luego;terror;luego;¿Junto a cual palabra pondrías la coma?;;
41;Mi tío decía siempre que veía borroso ahora usa lentes.;siempre;lentes;borroso;borroso;¿Junto a cual palabra pondrías la coma?;;
41;Los martes hago las tareas de matemáticas los miércoles de música.;matemáticas;miércoles;tareas;matemáticas;¿Junto a cual palabra pondrías la coma?;;
41;Para hacer panqueques se necesita harina huevos y agua.;panqueques;huevos;harina;harina;¿Junto a cual palabra pondrías la coma?;;
41;Hay animales que nunca comen plantas sino que comen carne.;comen;plantas;sino;plantas;¿Junto a cual palabra pondrías la coma?;;
41;No iré al cumpleaños de Carla es el cumpleaños de mi mamá.;Carla;cumpleaños;tengo;Carla;¿Junto a cual palabra pondrías la coma?;;
41;Quería ver una película ayer pero me quedé dormido.;ayer;película;quedé;ayer;¿Junto a cual palabra pondrías la coma?;;
42;¿__________ quieres poner el mueble?;Dónde;Donde;;Dónde;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Puedes comportarte ___________ yo?;cómo;como;;como;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Necesitas _______ te compre algo?;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
42;¡__________ pudiste llegar tan tarde!;Cómo;Como;;Cómo;Selecciona el pronombre correctamente escrito que falta.;;
42;Qusiera averiguar ____________ vive.;dónde;donde;;dónde;Selecciona el pronombre correctamente escrito que falta.;;
42;¿___________ te debo?;Cuánto;Cuanto;;Cuánto;Selecciona el pronombre correctamente escrito que falta.;;
42;Ustedes son tal para ____________;cuál;cual;;cual;Selecciona el pronombre correctamente escrito que falta.;;
42;¿____________ vendrán a tu casa?;Quiénes;Quienes;;Quiénes;Selecciona el pronombre correctamente escrito que falta.;;
42;Llegue tarde porque fui __________ mi amigo.;dónde;donde;;donde;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Te gusta _______ te haga regalos?;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
42;¡_________ felicidad que hayas llegado!;Qué;Que;;Qué;Selecciona el pronombre correctamente escrito que falta.;;
42;¿_________ son los días de la semana?;Cuáles;Cuales;;Cuáles;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Te gustaría _______ vaya a verte?;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
42;Dime ___________ llegaste hasta acá.;cómo;como;;cómo;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Te dije ________ no puedes llegar tarde?;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
42;¿___________ son las cuatro operaciones matemáticas básicas?;Cuáles;Cuales;;Cuáles;Selecciona el pronombre correctamente escrito que falta.;;
42;¿__________ te ha ido el último tiempo?;Cómo;Como;;Cómo;Selecciona el pronombre correctamente escrito que falta.;;
42;¡Me encanta _______ me regales chocolates!;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
42;El lugar _________ iremos está muy lejos de aquí.;dónde;donde;;donde;Selecciona el pronombre correctamente escrito que falta.;;
42;No sé a _________ lado de la cama dejaste los zapatos.;qué;que;;qué;Selecciona el pronombre correctamente escrito que falta.;;
42;__________ llegue el otoño recogeremos las hojas.;Cuándo;Cuando;;Cuando;Selecciona el pronombre correctamente escrito que falta.;;
42;¿____________ irán a la fiesta?;Quiénes;Quienes;;Quiénes;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Te compraste zapatos ____________ los míos?;cómo;como;;como;Selecciona el pronombre correctamente escrito que falta.;;
42;Todavía no sabemos ______________ podremos irnos que aquí.;cuándo;cuando;;cuándo;Selecciona el pronombre correctamente escrito que falta.;;
42;¿De __________ años estamos hablando?;cuántos;cuantos;;cuántos;Selecciona el pronombre correctamente escrito que falta.;;
42;¿_________ puedo hacer para que me vaya mejor en el colegio?;Qué;Que;;Qué;Selecciona el pronombre correctamente escrito que falta.;;
42;Estudié hasta ________ pude entender.;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
42;Yo dejé el lápiz ___________ me dijiste.;dónde;donde;;donde;Selecciona el pronombre correctamente escrito que falta.;;
42;¿__________ te fue con mis encargos?;Cómo;Como;;Cómo;Selecciona el pronombre correctamente escrito que falta.;;
42;¿Sabías _______ hoy hay prueba?;qué;que;;que;Selecciona el pronombre correctamente escrito que falta.;;
43;Escribe la oración dictada.;;;;Me gustaría contar una historia que he presenciado desde mi ventana.;Me gustaría contar una historia que he presenciado desde mi ventana.;;
43;Escribe la oración dictada.;;;;Es por eso que no he tenido ganas de irme.;Es por eso que no he tenido ganas de irme.;;
43;Escribe la oración dictada.;;;;Antes había un pequeño café bajo este edificio.;Antes había un pequeño café bajo este edificio.;;
43;Escribe la oración dictada.;;;;Pero tuvieron que demolerlo.;Pero tuvieron que demolerlo.;;
43;Escribe la oración dictada.;;;;Tuve que elegir un lugar para escribir.;Tuve que elegir un lugar para escribir.;;
43;Escribe la oración dictada.;;;;He ido recolectando historias que he observado desde ahí.;He ido recolectando historias que he observado desde ahí.;;
43;Escribe la oración dictada.;;;;Advertí a una muchacha esperando en un banco.;Advertí a una muchacha esperando en un banco.;;
43;Escribe la oración dictada.;;;;La muchacha iba sacando todos los objetos de la cartera.;La muchacha iba sacando todos los objetos de la cartera.;;
43;Escribe la oración dictada.;;;;Sin embargo nadie va tan apurado en la vida.;Sin embargo nadie va tan apurado en la vida.;;
43;Escribe la oración dictada.;;;;Voy a esperarla;Voy a esperarla;;
43;Escribe la oración dictada.;;;;Decidió sentarse a esperar por si aparecía la dueña.;Decidió sentarse a esperar por si aparecía la dueña.;;
43;Escribe la oración dictada.;;;;Solo ha estado sentada una muchacha.;Solo ha estado sentada una muchacha.;;
43;Escribe la oración dictada.;;;;Pronto se dio cuenta que tarde o temprano iba a tener que irse a la universidad.;Pronto se dio cuenta que tarde o temprano iba a tener que irse a la universidad.;;
43;Escribe la oración dictada.;;;;El muchacho guardó la agenda y se fue.;El muchacho guardó la agenda y se fue.;;
43;Escribe la oración dictada.;;;;Mientras tanto me levanté de mi escritorio.;Mientras tanto me levanté de mi escritorio.;;
43;Escribe la oración dictada.;;;;Muchas personas han perdido el hábito de devolver las cosas.;Muchas personas han perdido el hábito de devolver las cosas.;;
43;Escribe la oración dictada.;;;;No podía dejar de pensar en la suerte que tuvo la muchacha.;No podía dejar de pensar en la suerte que tuvo la muchacha.;;
43;Escribe la oración dictada.;;;;Supo que el muchacho iba a volver.;Supo que el muchacho iba a volver.;;
43;Escribe la oración dictada.;;;;¿Tendrías la amabilidad de dejar la agenda en la conserjería?;¿Tendrías la amabilidad de dejar la agenda en la conserjería?;;
43;Escribe la oración dictada.;;;;Había que preparar una entrega con mi editor.;Había que preparar una entrega con mi editor.;;
43;Escribe la oración dictada.;;;;Al día siguiente el joven tuvo que madrugar.;Al día siguiente el joven tuvo que madrugar.;;
43;Escribe la oración dictada.;;;;Por fin la historia se había solucionado.;Por fin la historia se había solucionado.;;
43;Escribe la oración dictada.;;;;¿Quién vendrá a tu casa?;¿Quién vendrá a tu casa?;;
43;Escribe la oración dictada.;;;;Quisiera averiguar dónde vive.;Quisiera averiguar dónde vive.;;
43;Escribe la oración dictada.;;;;Dime cómo llegaste hasta acá.;Dime cómo llegaste hasta acá.;;
43;Escribe la oración dictada.;;;;¿Dónde quieres poner el mueble?;¿Dónde quieres poner el mueble?;;
43;Escribe la oración dictada.;;;;Ustedes son tal para cual.;Ustedes son tal para cual.;;
43;Escribe la oración dictada.;;;;¡Qué felicidad que hayas llegado!;¡Qué felicidad que hayas llegado!;;
43;Escribe la oración dictada.;;;;Llegué tarde porque fui donde mi amigo.;Llegué tarde porque fui donde mi amigo.;;
43;Escribe la oración dictada.;;;;¿Te dije que no puedes llegar tarde?;¿Te dije que no puedes llegar tarde?;;
43;Escribe la oración dictada.;;;;Estudié hasta que pude entender.;Estudié hasta que pude entender.;;
43;Escribe la oración dictada.;;;;¿Cómo te ha ido el último tiempo?;¿Cómo te ha ido el último tiempo?;;
